Day,Time,Group,Food Name,Amount,Energy (kcal),Oxalate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Alpha-carotene (µg),Beta-carotene (µg),Beta-cryptoxanthin (µg),Choline (mg),Folate (µg),Lutein+Zeaxanthin (µg),Lycopene (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iodine (µg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Fructose (g),Starch (g),Sucrose (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Alanine (g),Arginine (g),Aspartic acid (g),Cystine (g),Glutamic acid (g),Glycine (g),Histidine (g),Hydroxyproline (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Proline (g),Protein (g),Serine (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2024-05-26,8:00 AM,"Staples","Cauliflower, Cooked from Frozen","44.17 g",8.39,1.46,41.52,0.02,0.02,0.14,0.04,0.04,0.00,0.00,2.65,0.00,14.80,18.11,10.60,0.00,0.22,13.82,0.00,0.03,5.26,7.51,0.01,0.26,0.18,3.97,0.07,10.60,61.39,0.26,7.95,0.06,1.66,1.19,0.15,0.08,0.02,0.34,0.44,0.10,0.00,0.01,0.05,0.02,0.00,0.04,0.00,0.04,0.03,0.08,0.01,0.09,0.02,0.01,,0.03,0.04,0.04,0.01,0.03,0.03,0.71,0.04,0.03,0.01,0.02,0.04,"Vegetables and Vegetable Products"
2024-05-26,8:00 AM,"Staples","Carrots, Cooked From Frozen","44.17 g",16.34,8.13,39.89,0.01,0.02,0.18,0.08,0.04,0.00,1641.22,3621.18,87.89,3.80,4.86,298.56,0.00,373.81,1.02,0.00,0.36,6.01,15.46,0.04,,0.23,4.86,0.07,13.69,84.80,0.26,26.06,0.15,3.41,1.46,0.12,0.14,1.52,1.80,1.86,0.30,0.00,0.01,0.15,0.05,0.00,0.02,0.00,0.03,0.03,0.05,0.02,0.10,0.01,0.01,,0.02,0.03,0.03,0.01,0.02,0.02,0.26,0.02,0.05,0.00,0.01,0.02,"Vegetables and Vegetable Products"
2024-05-26,8:00 AM,"Staples","Green Bell Peppers, Raw","12.94 g",2.59,1.46,12.15,0.01,0.00,0.06,0.01,0.03,0.00,2.72,26.91,0.91,0.71,1.29,44.12,0.00,2.39,10.40,0.00,0.01,0.92,1.29,0.01,0.05,0.04,1.29,0.02,2.59,22.64,0.00,0.39,0.02,0.60,0.22,0.14,0.00,0.01,0.31,0.37,0.02,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.00,0.00,,0.00,0.00,0.01,0.00,0.01,0.00,0.11,0.01,0.00,0.00,0.00,0.00,"Vegetables and Vegetable Products"
2024-05-26,8:00 AM,"Staples","Yellow Bell Pepper, Raw","13.13 g",3.55,1.48,12.09,0.00,0.00,0.12,0.02,0.02,0.00,17.20,15.76,0.00,0.74,3.41,101.12,0.00,2.03,24.10,0.00,0.05,0.31,1.44,0.01,,0.06,1.58,0.02,3.15,27.84,0.04,0.26,0.02,0.83,0.12,0.40,0.00,0.00,0.69,0.70,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.00,0.02,0.00,0.00,,0.00,0.01,0.01,0.00,0.00,0.01,0.13,0.01,0.00,0.00,0.00,0.01,"Vegetables and Vegetable Products"
2024-05-26,8:00 AM,"Staples","Red Bell Peppers, Raw","17.61 g",4.58,0.77,16.24,0.01,0.01,0.17,0.06,0.05,0.00,3.52,285.96,86.28,0.99,8.10,8.98,262.01,27.57,22.49,0.00,0.28,0.86,1.23,0.00,,0.08,2.11,0.02,4.58,37.15,0.02,0.70,0.04,1.06,0.37,0.40,0.00,0.00,0.74,0.68,0.05,0.00,0.00,0.03,0.01,0.00,0.01,0.00,0.00,0.01,0.05,0.00,0.04,0.00,0.00,,0.00,0.01,0.01,0.00,0.01,0.00,0.17,0.01,0.01,0.00,0.00,0.01,"Vegetables and Vegetable Products"
2024-05-26,8:00 AM,"Staples","Fish, Salmon, Pink, Canned, Drained Solids","50.00 g",69.00,,35.36,0.01,0.10,3.70,0.28,0.05,2.47,,,,43.90,2.00,,,10.00,,290.00,0.64,0.05,141.50,0.04,,0.39,16.00,0.02,189.50,166.50,19.75,190.50,0.48,,,,,,,,2.51,41.50,0.61,0.75,0.45,0.01,0.61,0.05,0.74,0.72,1.45,0.09,1.63,0.71,0.31,,0.54,0.88,0.99,0.32,0.48,0.49,11.55,0.51,0.60,0.12,0.42,0.62,"Finfish and Shellfish Products"
2024-05-26,8:00 AM,"Staples","Olive Oil","12.50 g",110.50,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,1.79,7.53,0.13,0.00,0.04,0.07,0.00,0.00,0.00,0.13,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,9.12,1.32,1.73,0.02,0.10,1.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,""
2024-05-26,8:00 AM,"Staples","Brazil Nuts, Unsalted","2.86 g",18.83,13.87,0.10,0.02,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.82,0.63,0.00,0.00,0.00,0.02,0.00,0.16,0.00,4.57,0.05,,0.07,10.74,0.03,20.71,18.83,54.77,0.09,0.12,0.34,0.21,0.00,0.01,0.07,0.07,0.12,1.92,0.00,0.68,0.70,0.46,0.00,0.00,0.68,0.02,0.06,0.04,0.01,0.09,0.02,0.01,,0.01,0.03,0.01,0.03,0.02,0.02,0.41,0.02,0.01,0.00,0.01,0.02,"Nut and Seed Products"
2024-05-26,8:00 AM,"Staples","Walnuts","2.86 g",18.69,2.11,0.12,0.01,0.00,0.03,0.02,0.02,0.00,0.00,0.34,0.00,1.12,2.80,0.26,0.00,0.03,0.04,0.00,0.02,0.08,2.80,0.05,,0.08,4.51,0.10,9.89,12.60,0.14,0.06,0.09,0.39,0.19,0.00,0.00,0.07,0.07,0.19,1.86,0.00,0.26,1.35,0.18,0.00,0.26,1.09,0.02,0.07,0.05,0.01,0.08,0.02,0.01,,0.02,0.03,0.01,0.01,0.02,0.02,0.44,0.03,0.02,0.00,0.01,0.02,"Nut and Seed Products"
2024-05-26,8:00 AM,"Staples","Pecans, Raw","2.86 g",19.74,1.83,0.10,0.02,0.00,0.03,0.02,0.01,0.00,0.00,0.83,0.26,1.16,0.63,0.49,0.00,0.08,0.03,0.00,0.04,0.10,2.00,0.03,,0.07,3.46,0.13,7.91,11.71,0.11,0.00,0.13,0.40,0.27,0.00,0.01,0.11,0.11,0.12,2.06,0.00,1.17,0.62,0.18,0.00,0.03,0.59,0.01,0.03,0.03,0.00,0.05,0.01,0.01,,0.01,0.02,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.00,0.01,0.01,"Nut and Seed Products"
2024-05-26,8:00 AM,"Staples","Macadamia Nuts, Raw","2.86 g",20.51,1.20,0.04,0.03,0.00,0.07,0.02,0.01,0.00,0.00,0.00,0.00,1.27,0.31,0.00,0.00,0.00,0.03,0.00,0.02,0.00,2.43,0.02,,0.11,3.71,0.12,5.37,10.51,0.10,0.14,0.04,0.39,0.25,0.00,0.03,0.13,0.13,0.15,2.16,0.00,1.68,0.04,0.34,0.00,0.01,0.04,0.01,0.04,0.03,0.00,0.06,0.01,0.01,,0.01,0.02,0.00,0.00,0.02,0.01,0.23,0.01,0.01,0.00,0.01,0.01,"Nut and Seed Products"
2024-05-26,8:00 AM,"Staples","Almonds, Raw","2.86 g",16.54,13.40,0.13,0.01,0.03,0.10,0.01,0.00,0.00,0.00,0.03,0.00,1.49,1.26,0.03,0.00,0.00,0.00,0.00,0.73,0.00,7.69,0.03,,0.11,7.71,0.06,13.74,20.94,0.12,0.03,0.09,0.62,0.36,0.00,0.02,0.11,0.12,0.25,1.43,0.00,0.90,0.35,0.11,0.00,0.00,0.35,0.03,0.07,0.08,0.01,0.18,0.04,0.02,,0.02,0.04,0.02,0.00,0.03,0.03,0.60,0.03,0.02,0.01,0.01,0.02,"Nut and Seed Products"
2024-05-26,8:00 AM,"Staples","Cashews, Raw","2.86 g",15.80,7.49,0.15,0.01,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,1.74,0.71,0.63,0.00,0.00,0.01,0.00,0.03,0.97,1.06,0.06,,0.19,8.34,0.05,16.94,18.86,0.57,0.34,0.17,0.86,0.09,0.00,0.67,0.17,0.17,0.77,1.25,0.00,0.68,0.22,0.22,0.00,0.00,0.22,0.02,0.06,0.05,0.01,0.13,0.03,0.01,,0.02,0.04,0.03,0.01,0.03,0.02,0.52,0.03,0.02,0.01,0.01,0.03,"Nut and Seed Products"
2024-05-26,8:00 AM,"Staples","Filberts, Raw","2.86 g",17.94,6.34,0.15,0.02,0.00,0.05,0.03,0.02,0.00,0.09,0.31,0.00,1.30,3.23,2.63,0.00,0.03,0.18,0.00,0.43,0.41,3.26,0.05,,0.13,4.66,0.18,8.29,19.43,0.07,0.00,0.07,0.48,0.28,0.00,0.01,0.12,0.12,0.20,1.74,0.00,1.30,0.23,0.13,0.00,0.00,0.22,0.02,0.06,0.05,0.01,0.11,0.02,0.01,,0.02,0.03,0.01,0.01,0.02,0.02,0.43,0.02,0.01,0.01,0.01,0.02,"Nut and Seed Products"
2024-05-26,2:30 PM,"Staples","Broccoli, Cooked from Frozen","49.07 g",13.74,2.16,44.52,0.03,0.04,0.22,0.13,0.06,0.00,9.32,292.97,0.49,7.95,27.48,537.36,0.00,24.82,19.68,0.00,0.55,43.23,16.19,0.02,0.25,0.30,6.38,0.11,24.05,69.68,0.34,5.40,0.14,2.63,1.47,0.25,0.33,0.25,0.72,1.15,0.06,0.00,0.00,0.03,0.01,0.00,0.02,0.00,0.06,0.08,0.12,0.01,0.20,0.05,0.03,,0.06,0.07,0.08,0.02,0.05,0.06,1.52,0.05,0.05,0.02,0.03,0.07,"Vegetables and Vegetable Products"
2024-05-26,2:30 PM,"Staples","Brussels Sprouts, Cooked from Frozen","49.07 g",20.61,2.99,42.57,0.05,0.06,0.26,0.17,0.14,0.00,0.00,272.36,0.00,8.88,49.56,756.22,0.00,22.70,22.43,0.00,0.25,94.96,12.76,0.02,0.25,0.24,8.83,0.10,27.48,142.31,0.29,7.36,0.12,4.08,2.01,0.38,0.30,0.20,1.02,2.03,0.19,0.00,0.01,0.10,0.04,0.00,0.06,0.00,0.06,0.11,0.17,0.01,0.41,0.04,0.04,,0.07,0.08,0.08,0.02,0.05,0.07,1.79,0.07,0.06,0.02,0.03,0.08,"Vegetables and Vegetable Products"
2024-05-26,2:30 PM,"Staples","Kale, Cooked from Frozen","98.15 g",35.33,1.67,88.16,0.06,0.14,0.45,0.17,0.06,0.00,9.81,1698.93,25.52,0.49,63.80,4890.67,0.00,143.05,17.47,0.00,1.58,410.75,147.22,0.07,,0.82,24.54,0.53,41.22,141.33,0.98,15.70,0.26,5.20,2.26,0.41,0.28,0.25,1.19,2.86,1.19,0.00,0.09,0.59,0.16,0.00,0.33,0.25,0.15,0.16,0.26,0.04,0.33,0.14,0.17,,0.17,0.20,0.17,0.03,0.15,0.17,2.89,0.12,0.13,0.03,0.10,0.16,"Vegetables and Vegetable Products"
2024-05-26,2:30 PM,"Staples","Mushrooms, Raw","30.59 g",6.73,1.36,28.28,0.02,0.12,1.10,0.46,0.03,0.01,0.00,0.00,0.00,5.29,5.20,0.00,0.00,0.00,0.64,2.14,0.00,0.00,0.92,0.10,0.09,0.15,2.75,0.01,26.31,97.28,2.84,1.53,0.16,1.00,0.31,0.05,0.18,0.00,0.61,0.45,0.10,0.00,0.00,0.05,0.02,0.00,0.00,0.05,0.06,0.02,0.06,0.00,0.10,0.03,0.02,,0.02,0.04,0.03,0.01,0.03,0.02,0.95,0.03,0.03,0.01,0.01,0.07,"Vegetables and Vegetable Products"
2024-05-26,2:30 PM,"Staples","Edamame, Green or Immature, Cooked from Frozen","36.75 g",44.47,9.92,26.74,0.07,0.06,0.34,0.15,0.04,0.00,0.00,64.31,2.94,20.69,114.30,595.00,0.00,5.48,2.24,0.00,0.25,9.81,23.15,0.13,,0.83,23.52,0.38,62.11,160.23,0.29,2.21,0.50,3.27,1.91,0.04,0.55,0.41,0.80,1.32,1.91,0.00,0.47,0.79,0.23,0.00,0.13,0.66,0.16,0.27,0.50,0.05,0.74,0.16,0.10,,0.11,0.27,0.27,0.05,0.18,0.25,4.38,0.24,0.12,0.05,0.12,0.12,"Vegetables and Vegetable Products"
2024-05-26,2:30 PM,"Staples","Artichoke Hearts or Globe, Cooked from Frozen","36.75 g",19.48,2.50,30.90,0.02,0.03,0.41,0.09,0.03,0.00,0.00,2.94,0.00,12.64,32.71,170.53,0.00,0.25,2.72,0.00,0.07,5.44,7.72,0.05,,0.22,15.44,0.08,26.83,105.11,0.07,22.05,0.15,4.39,2.09,0.01,0.00,0.27,0.36,2.24,0.12,0.00,0.00,0.05,0.03,0.00,0.01,0.00,0.07,0.07,0.07,0.00,0.12,0.06,0.04,,0.06,0.10,0.09,0.00,0.08,0.00,1.06,0.08,0.08,0.00,0.04,0.09,"Vegetables and Vegetable Products"
2024-05-26,2:30 PM,"Staples","Asparagus, Cooked from Frozen","36.75 g",6.62,1.65,34.58,0.02,0.04,0.38,0.06,0.01,0.00,0.00,177.51,0.00,7.68,49.61,227.12,8.82,14.79,8.97,0.00,0.39,29.40,6.62,0.04,0.29,0.21,3.68,0.05,18.01,63.21,1.43,1.10,0.15,0.71,0.59,0.06,0.01,0.01,0.12,0.10,0.15,0.00,0.00,0.07,0.04,0.00,0.00,0.00,0.05,0.05,0.13,0.01,0.18,0.04,0.02,,0.04,0.05,0.05,0.01,0.03,0.06,1.08,0.04,0.03,0.01,0.02,0.04,"Vegetables and Vegetable Products"
2024-05-26,2:30 PM,"Staples","Cauliflower, Cooked from Frozen","49.07 g",9.32,1.62,46.13,0.02,0.03,0.15,0.05,0.04,0.00,0.00,2.94,0.00,16.44,20.12,11.78,0.00,0.25,15.36,0.00,0.03,5.84,8.34,0.01,0.29,0.20,4.42,0.07,11.78,68.21,0.29,8.83,0.06,1.84,1.32,0.17,0.09,0.02,0.38,0.49,0.11,0.00,0.01,0.05,0.02,0.00,0.04,0.00,0.04,0.04,0.09,0.01,0.11,0.03,0.02,,0.03,0.05,0.04,0.01,0.03,0.03,0.79,0.04,0.03,0.01,0.02,0.04,"Vegetables and Vegetable Products"
2024-05-26,2:30 PM,"Staples","Carrots, Cooked From Frozen","49.07 g",18.16,9.03,44.32,0.01,0.02,0.20,0.09,0.04,0.00,1823.57,4023.54,97.66,4.22,5.40,331.74,0.00,415.35,1.13,0.00,0.40,6.67,17.18,0.04,,0.26,5.40,0.08,15.21,94.22,0.29,28.95,0.17,3.79,1.62,0.14,0.15,1.69,2.00,2.06,0.33,0.00,0.02,0.16,0.06,0.00,0.02,0.00,0.03,0.03,0.06,0.03,0.11,0.01,0.01,,0.02,0.03,0.03,0.01,0.02,0.02,0.28,0.02,0.06,0.00,0.01,0.02,"Vegetables and Vegetable Products"
2024-05-26,2:30 PM,"Staples","Green Bell Peppers, Raw","14.38 g",2.88,1.62,13.50,0.01,0.00,0.07,0.01,0.03,0.00,3.02,29.90,1.01,0.79,1.44,49.02,0.00,2.66,11.56,0.00,0.01,1.02,1.44,0.01,0.06,0.05,1.44,0.02,2.88,25.16,0.00,0.43,0.02,0.67,0.24,0.16,0.00,0.02,0.35,0.41,0.02,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0.03,0.00,0.03,0.00,0.00,,0.00,0.01,0.01,0.00,0.01,0.00,0.12,0.01,0.01,0.00,0.00,0.01,"Vegetables and Vegetable Products"
2024-05-26,2:30 PM,"Staples","Yellow Bell Pepper, Raw","14.59 g",3.94,1.65,13.43,0.00,0.00,0.13,0.02,0.02,0.00,19.12,17.51,0.00,0.82,3.79,112.36,0.00,2.26,26.78,0.00,0.05,0.34,1.61,0.02,,0.07,1.75,0.02,3.50,30.94,0.04,0.29,0.02,0.92,0.13,0.45,0.00,0.00,0.76,0.78,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.00,0.02,0.01,0.00,,0.00,0.01,0.01,0.00,0.00,0.01,0.15,0.01,0.01,0.00,0.00,0.01,"Vegetables and Vegetable Products"
2024-05-26,2:30 PM,"Staples","Red Bell Peppers, Raw","19.56 g",5.09,0.86,18.04,0.01,0.02,0.19,0.06,0.06,0.00,3.91,317.73,95.87,1.10,9.00,9.98,291.12,30.63,24.98,0.00,0.31,0.96,1.37,0.00,,0.08,2.35,0.02,5.09,41.28,0.02,0.78,0.05,1.18,0.41,0.44,0.00,0.00,0.82,0.75,0.06,0.00,0.00,0.03,0.01,0.00,0.01,0.00,0.01,0.01,0.06,0.00,0.04,0.01,0.00,,0.00,0.01,0.01,0.00,0.01,0.00,0.19,0.01,0.01,0.00,0.00,0.01,"Vegetables and Vegetable Products"
2024-05-26,2:30 PM,"Staples","Fish, Salmon, Pink, Canned, Drained Solids","125.00 g",172.50,,88.39,0.03,0.25,9.26,0.70,0.13,6.19,,,,109.75,5.00,,,25.00,,725.00,1.60,0.13,353.75,0.10,,0.96,40.00,0.04,473.75,416.25,49.38,476.25,1.20,,,,,,,,6.27,103.75,1.51,1.88,1.12,0.03,1.53,0.13,1.84,1.81,3.62,0.22,4.09,1.78,0.76,,1.34,2.20,2.48,0.81,1.19,1.22,28.88,1.27,1.50,0.31,1.04,1.55,"Finfish and Shellfish Products"
2024-05-26,2:30 PM,"Staples","Olive Oil","12.50 g",110.50,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,1.79,7.53,0.13,0.00,0.04,0.07,0.00,0.00,0.00,0.13,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,9.12,1.32,1.73,0.02,0.10,1.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,""
2024-05-26,2:30 PM,"Staples","Mixed Nuts Prototype","20.00 g",128.06,46.24,0.78,0.12,0.05,0.33,0.13,0.06,0.00,0.09,1.51,0.26,8.91,9.57,4.03,0.00,0.14,0.32,0.00,1.42,1.56,23.80,0.29,,0.76,43.14,0.67,82.86,112.89,55.88,0.66,0.70,3.47,1.65,0.01,0.76,0.77,0.80,1.80,12.42,0.00,6.67,3.51,1.62,0.00,0.30,3.20,0.13,0.39,0.32,0.04,0.70,0.16,0.08,,0.11,0.22,0.09,0.07,0.15,0.13,2.88,0.15,0.10,0.03,0.08,0.14,""
2024-05-26,,"Staples","Kuli Kuli Moringa Powder","0.20 tsp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-05-26,,"Staples","Mustard Seed, Ground","1.00 tsp",9.68,0.53,0.10,0.02,0.00,0.09,0.02,0.01,0.00,0.00,0.34,0.00,2.34,3.09,10.82,0.00,0.03,0.14,0.00,0.10,0.10,5.07,0.01,,0.18,7.05,0.05,15.77,14.06,3.96,0.25,0.12,0.54,0.23,0.00,0.17,0.07,0.13,0.30,0.69,0.00,0.43,0.19,0.04,0.00,0.07,0.11,0.02,0.04,0.05,0.01,0.10,0.03,0.02,,0.02,0.04,0.04,0.01,0.02,0.05,0.50,0.01,0.02,0.00,0.02,0.03,""
2024-05-26,,"Staples","Maine Sea Coast Vegetables, Dulse Flakes","1.00 tsp",3.33,,,,0.02,,,0.10,0.08,,,,,,,,,,,,,,,165.00,0.36,2.67,,,80.00,,16.67,,0.33,0.33,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,""
2024-05-26,,"Staples","Turmeric, Ground","1.00 tsp",9.78,63.60,0.40,0.01,0.01,0.04,0.02,0.01,0.00,0.00,0.00,0.00,1.54,0.63,0.00,0.00,0.00,0.02,0.00,0.14,0.42,5.26,0.04,,1.72,6.52,0.62,9.37,65.17,0.19,0.85,0.14,2.10,0.71,0.01,1.29,0.07,0.10,1.39,0.10,0.00,0.01,0.02,0.06,,,0.02,0.01,0.02,0.06,0.01,0.04,0.01,0.01,,0.01,0.03,0.01,0.01,0.02,0.02,0.30,0.01,0.01,0.01,0.01,0.02,""
2024-05-26,,"Staples","Black Pepper, Ground","1.00 tsp",5.77,12.86,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,0.58,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-05-26,,"Staples","Cumin, Ground","1.00 tsp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-05-26,,"Staples","Garlic, Powder","1.00 tsp",10.70,0.54,0.21,0.01,0.00,0.03,0.02,0.05,0.00,0.00,0.00,0.00,2.18,1.52,0.00,0.00,0.00,0.04,0.00,0.02,0.01,2.55,0.02,,0.18,2.49,0.03,13.39,38.57,0.77,1.94,0.10,2.35,0.29,0.01,1.67,0.07,0.08,2.06,0.02,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.02,0.11,0.06,0.01,0.12,0.02,0.01,,0.01,0.02,0.02,0.00,0.02,0.04,0.54,0.02,0.01,0.00,0.01,0.02,"Spices and Herbs"
2024-05-26,,"Staples","Cayenne, Ground","0.28 tsp",1.59,1.40,0.04,0.00,0.00,0.04,0.00,0.01,0.00,0.00,109.20,31.26,0.26,0.53,65.79,0.00,10.40,0.38,0.00,0.15,0.40,0.74,0.00,,0.04,0.76,0.01,1.47,10.07,0.04,0.15,0.01,0.28,0.14,0.03,0.00,0.00,0.05,0.15,0.09,0.00,0.01,0.04,0.02,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,""
2024-05-26,,"Staples","Whole Body Collagens by Design By Health","0.17 tbsp",3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,""
2024-05-26,,"Staples","Onion Powder","0.25 tsp",1.96,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.37,0.00,0.00,0.00,0.13,0.00,0.00,0.02,2.21,0.00,,0.02,0.65,0.01,1.85,5.66,0.08,0.42,0.02,0.45,0.09,0.01,0.04,0.02,0.04,0.36,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,"Spices and Herbs"
2024-05-26,,"Staples","Old Black Cumin Recipe (Retired)","0.50 tsp",6.67,,,,,,,,,,,,,,,,0.00,0.00,,,,0.00,,,0.20,,,,,,0.00,,0.83,0.00,,,,0.00,0.83,0.56,0.00,,,0.00,,,,,,,,,,,,,,,,,,0.28,,,,,,""
2024-05-26,,"Staples","Sunflower Lecithin","1.00 tsp",12.50,,,,,,,,,,,,82.83,,,,,,,,,6.25,,,0.08,,,67.50,20.00,,0.00,,0.13,,,,,,0.13,1.25,,0.38,0.63,0.25,,,,,,,,,,,,,,,,,,0.00,,,,,,""
2024-05-26,7:54 AM,"Staples","Chickpeas / Garbanzo (Canned, Drained)","0.50 365 WF Can",171.11,11.08,82.13,0.03,0.02,0.17,0.29,0.14,0.00,0.00,17.23,0.00,44.07,59.09,0.00,0.00,1.44,0.12,0.00,0.36,4.19,55.41,0.31,,1.32,32.01,1.04,104.63,155.11,3.82,37.69,0.78,27.73,7.88,0.00,16.98,4.94,4.94,19.73,3.41,0.00,0.60,1.19,0.26,0.00,0.04,0.92,0.37,0.82,1.03,0.12,1.53,0.36,0.24,,0.37,0.62,0.58,0.11,0.47,0.36,8.68,0.44,0.32,0.08,0.22,0.37,""
2024-05-26,7:49 AM,"Staples","Justin's, Organic Peanut Butter Cups, Dark Chocolate","0.50 pack",110.00,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,0.18,,,,47.00,,60.00,,10.00,0.50,,,,8.00,9.50,7.00,0.00,,,3.50,0.00,,,,,,,,,,,,,,,,,2.00,,,,,,"Sweets"
2024-05-26,9:07 AM,"Staples","Taza, Super Dark Chocolate, Mexican-Style","1.00 disc",230.00,,,,,,,,,,,,,,,,,,0.00,,,27.00,,,1.00,,,,248.00,,0.00,,16.00,9.00,,,,6.00,7.00,15.00,0.00,,,10.00,0.00,,,,,,,,,,,,,,,,,4.00,,,,,,"Sweets"
2024-05-26,11:00 AM,"Staples","Taza, Super Dark Chocolate, Mexican-Style","1.00 disc",230.00,,,,,,,,,,,,,,,,,,0.00,,,27.00,,,1.00,,,,248.00,,0.00,,16.00,9.00,,,,6.00,7.00,15.00,0.00,,,10.00,0.00,,,,,,,,,,,,,,,,,4.00,,,,,,"Sweets"
2024-05-26,3:30 PM,"Staples","Dates, Medjool","1.00 date, pitted",66.48,,5.12,0.01,0.01,0.39,0.19,0.06,,,21.36,,2.38,3.60,5.52,,1.68,,,,0.65,15.36,0.09,,0.22,12.96,0.07,14.88,167.04,,0.24,0.11,17.99,1.61,7.67,0.43,0.13,15.95,16.38,0.04,,,,,,,,0.02,0.01,0.05,0.01,0.06,0.02,0.01,,0.01,0.02,0.01,0.00,0.01,0.03,0.43,0.01,0.01,0.00,0.00,0.02,"Fruits and Fruit Juices"
2024-05-26,4:15 PM,"Staples","Green Olives","2.00 small",8.41,2.65,4.37,0.00,0.00,0.01,0.00,0.00,0.00,0.00,13.40,0.52,0.82,0.17,29.58,0.00,1.14,0.00,0.00,0.22,0.08,3.02,0.01,,0.03,0.64,0.00,0.23,2.44,0.05,90.25,0.00,0.22,0.19,0.00,0.00,0.00,0.00,0.03,0.89,0.00,0.66,0.08,0.12,0.00,0.01,0.07,0.00,0.00,0.01,0.00,0.01,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,"Vegetables and Vegetable Products"
2024-05-26,4:16 PM,"Staples","Miena's Nougat - Roasted Almond","1.00 Serving",193.91,86.21,5.52,0.04,0.23,0.68,0.10,0.04,0.00,0.00,0.18,0.00,9.83,8.65,0.18,0.00,0.02,0.05,0.00,4.70,0.01,50.38,0.19,0.01,0.74,50.10,0.41,90.13,145.42,1.61,5.98,0.60,24.14,2.38,4.45,1.33,5.81,19.69,21.67,10.15,0.00,5.85,2.28,1.52,0.00,0.00,2.28,0.20,0.47,0.52,0.05,1.19,0.28,0.11,,0.16,0.30,0.13,0.04,0.23,0.20,4.24,0.19,0.12,0.04,0.10,0.18,""
